userName,score,at,content
Capunk Junior,1,2022-04-01 11:40:26,"Woy kalo ngasih harga ongkos kirim tuh yg masuk akal.... Mau beli makanan ja harganya jadi 2X lipat... Kemaren2 ongkir cuma 4000,, skrg jd 11.000... klo punya otak tuh di pake"
Capunk Junior,1,2022-04-01 11:40:26,"Woy kalo ngasih harga ongkos kirim tuh yg masuk akal.... Mau beli makanan ja harganya jadi 2X lipat... Kemaren2 ongkir cuma 4000,, skrg jd 11.000... klo punya otak tuh di pake"
Kisto Sukisto,5,2022-04-01 11:08:50,sangat lah simpel untuk kemana aja
Fauzy Ilham,5,2022-04-01 11:01:55,"Parah driver ugal ugalan,bisa mencelakai pengguna jalan lain ,mohon untuk di kasih teguran kpd driverya yg gak tau aturan udah tau salah ,malah nyolot ,hadeuhh gimana sih"
Rafardhan Rafardhan,5,2022-04-01 10:58:00,ga pernah kecewa pake Grab... 4 jempolllllll
Rafardhan Rafardhan,5,2022-04-01 10:58:00,ga pernah kecewa pake Grab... 4 jempolllllll
Afnan As,1,2022-04-01 10:53:55,Susah dapat kendaraan
Dr. Azhari,1,2022-04-01 10:51:58,parah susah sekali dpt nya!!!
novaa ramadhanti,5,2022-04-01 10:30:28,"Mau nanya dong, kan saya udah pake grab dari 2021. Tapi setiap mau naik Grab bike ngga pernah tuh dapet promo lagi, tapi temen2 saya naik Grab kok dapet promo ya. Gimana nih? Saya sebagai pelanggan setia Grab merasa kecewa, kenapa saya saja yang engga bisa pake promo Grab bike?mohon dijawab, Terimakasih 🙏🏻"
novaa ramadhanti,5,2022-04-01 10:30:28,"Mau nanya dong, kan saya udah pake grab dari 2021. Tapi setiap mau naik Grab bike ngga pernah tuh dapet promo lagi, tapi temen2 saya naik Grab kok dapet promo ya. Gimana nih? Saya sebagai pelanggan setia Grab merasa kecewa, kenapa saya saja yang engga bisa pake promo Grab bike?mohon dijawab, Terimakasih 🙏🏻"
LIDIA ABY,5,2022-04-01 10:15:58,Sangat membantu untuk untuk antar anak sekolah.
Rachmad Widiyanto,5,2022-04-01 10:15:56,masih terus menemukan pengemudi yang baik dan informasi transportasi yang akurat
Rachmad Widiyanto,5,2022-04-01 10:15:56,masih terus menemukan pengemudi yang baik dan informasi transportasi yang akurat
Rodliyah 24,2,2022-04-01 10:15:00,Bikin kecewa promo selalu tidak berlaku
Lidia Noviyanti,5,2022-04-01 10:01:45,Aplikasi nya sangat membantu
Onel Onel,5,2022-04-01 09:28:12,sangat membantu transpotasi perjalanan saya
Wawan Kurniawan,5,2022-04-01 09:21:47,"Wah kok makin mahal ongkirnya , beli grabfood 0.7km kena 10ribu . Ku udh user gold , kirain makin murah kok malah jadi mahal . Kalian bisa check history pesanan ku selama 1 tahun terakhir , dan ini email ku yg sama kupakai juga di user grab . Saatnya saya pindah ke yg lain ."
Wawan Kurniawan,5,2022-04-01 09:21:47,"Wah kok makin mahal ongkirnya , beli grabfood 0.7km kena 10ribu . Ku udh user gold , kirain makin murah kok malah jadi mahal . Kalian bisa check history pesanan ku selama 1 tahun terakhir , dan ini email ku yg sama kupakai juga di user grab . Saatnya saya pindah ke yg lain ."
Saiful Anam,5,2022-04-01 09:18:25,Nyaman dlm perjln drivernya ramah
farida alwayscalm,1,2022-04-01 08:29:29,Kenapa slalu di suspen klo sya bikin akun gimana sih
freda ardini freya anindi,2,2022-04-01 08:11:54,Penempatan tata letak tools kurang nyaman dilihat
Yus Rizal,1,2022-04-01 08:10:49,"Titik posisi sy di map grab sering bergeser dr posisi sebenarnya shg driver salah dlm mengantarkan pesanan (grabfood), apakah hal ini disebabkan oleh GPS grab yg tdk presisi? Agar dilakukan kalibrasi GPS grab. Tks"
Yus Rizal,1,2022-04-01 08:10:49,"Titik posisi sy di map grab sering bergeser dr posisi sebenarnya shg driver salah dlm mengantarkan pesanan (grabfood), apakah hal ini disebabkan oleh GPS grab yg tdk presisi? Agar dilakukan kalibrasi GPS grab. Tks"
Aku Aku,5,2022-04-01 08:06:06,saya suka dengan aplikasi grab mudah dan gampang klo mau pepergian ...
Sarah Nasa,2,2022-04-01 07:43:07,"Mohon kalau plat yg datang tidak sesuai dengan yg kita pesan, suruh konfirmasi sebelum driver sampai tempat penjemputan. Karna kalau tiba-tiba sudah sampai titik penjemputan dan ternyata plat berbeda kita mau batalkan jg kasihan. Kita butuh kenyamana.! Terimakasih"
Sarah Nasa,2,2022-04-01 07:43:07,"Mohon kalau plat yg datang tidak sesuai dengan yg kita pesan, suruh konfirmasi sebelum driver sampai tempat penjemputan. Karna kalau tiba-tiba sudah sampai titik penjemputan dan ternyata plat berbeda kita mau batalkan jg kasihan. Kita butuh kenyamana.! Terimakasih"
Endang Supriatna,1,2022-04-01 07:16:58,"Dari dulu sya selalu pake grab motor dan mobil. .hari ini Kecewa, hitungan detik tarif langsung berubah, awal nya harga grab mobil 47rb untuk tujuan tertentu ,dan pas log in lg mo pesen dngan tujuan yg sama lngsug berubah 61rb . . .ko bisa gt ya"
hyukahyun,3,2022-04-01 07:06:27,diskonnya gabisa kepake..
pujik lestari,1,2022-04-01 06:57:10,"Pesanan msh otw tp dr aplikasi main mengakhiri ""pesanan sudah sampai"" gila emang.. Mana lama banget lagi"
Orik,4,2022-04-01 06:38:02,"Server masih sering eror,,kadang maps nya g sesuai titik"
Zin Hack,1,2022-04-01 06:33:35,Ya Allah SWT mau kirim barang aja harus pakai OVO...jangan buat orang susah & ribet deh pak.aneh2 aja sumpah...mendingan pakai gojek dah gak sesusah grab....ampun dah ah.benci banget kayak gini nih... Masa dari rumah ke kantor aja harus bayar pakai OVO...saya ini gak pakai m-banking
Zin Hack,1,2022-04-01 06:33:35,Ya Allah SWT mau kirim barang aja harus pakai OVO...jangan buat orang susah & ribet deh pak.aneh2 aja sumpah...mendingan pakai gojek dah gak sesusah grab....ampun dah ah.benci banget kayak gini nih... Masa dari rumah ke kantor aja harus bayar pakai OVO...saya ini gak pakai m-banking
Najwa Athifah,1,2022-04-01 06:02:29,"Tolong diperbaiki fitur jastip, tidak bisa digunakan diminta ganti via pembayaran. Sudah diganti tetap tidak bisa. Bikin emosi saja..."
Muhammad Yani,1,2022-04-01 05:56:33,"kok akun saya disuruh ajukan banding,sedangkan saya belum pernah membatalkan pembelian. ga jelas ni aplikasi."
Mbaeh,5,2022-04-01 05:33:48,"Tidak di ragukan lagi, pokoknyamahh.. ntapp"
Fathur Rahman fadillah138,5,2022-04-01 05:06:41,grab tolong perbaiki kenapa pesanan grabfood saya makanannya tidak sesuai dengan di aplikasi ayam geprek kenapa yg datang fried chicken??
singgih opg,5,2022-04-01 05:04:59,ramah dan sangat hati2 ...good job
singgih opg,5,2022-04-01 05:04:59,ramah dan sangat hati2 ...good job
rido sumarna,1,2022-04-01 04:44:34,"GRABFOOD SEMAKIN JELEK BANGET, TERUTAMA CSNYA, SAYA DAPET PESANAN GAK SESUAI 2 KALI LAGI, DAN SAYA HANYA DAPET GANTI 15.000 NOMINAL BELANJA 90.000 AN MAKANAN 2 KALI MESAN, MESAN AYAM 3 DI KASIH TULANG, MESEN AYAM BAKAR DI KASIH AYAM KUAH MESEN RENDANG DI KASIH DAGING BASI LAPOR CS GRAB, BUKANNYA DI TANGANIN DENGAN BAIK DAN PROFESIONAL MALAH KAYA GAK DI PERHATIIN BANGET, CUKUP TAU ADA KEMUNDURAN GRAB FOOD INI TERUTAMA CSNYA"
rido sumarna,1,2022-04-01 04:44:34,"GRABFOOD SEMAKIN JELEK BANGET, TERUTAMA CSNYA, SAYA DAPET PESANAN GAK SESUAI 2 KALI LAGI, DAN SAYA HANYA DAPET GANTI 15.000 NOMINAL BELANJA 90.000 AN MAKANAN 2 KALI MESAN, MESAN AYAM 3 DI KASIH TULANG, MESEN AYAM BAKAR DI KASIH AYAM KUAH MESEN RENDANG DI KASIH DAGING BASI LAPOR CS GRAB, BUKANNYA DI TANGANIN DENGAN BAIK DAN PROFESIONAL MALAH KAYA GAK DI PERHATIIN BANGET, CUKUP TAU ADA KEMUNDURAN GRAB FOOD INI TERUTAMA CSNYA"
Pengguna Google,2,2022-04-01 04:35:17,Promonya kalo bisa minimal belanjanya dibawah 30 rb dong
Siti Rokhimah Hilma,4,2022-04-01 04:32:30,"Kepada Tim Grab, terima kasih karena telah membuat aplikasi yang sangat berguna bagi saya. Maaf saya memberi 4 bintang, karena aplikasi grab sangat berat di handphone saya, selain itu aplikasinya sering keluar sendiri setiap setelah saya pesan grab-bike. Mohon dimengerti."
Siti Rokhimah Hilma,4,2022-04-01 04:32:30,"Kepada Tim Grab, terima kasih karena telah membuat aplikasi yang sangat berguna bagi saya. Maaf saya memberi 4 bintang, karena aplikasi grab sangat berat di handphone saya, selain itu aplikasinya sering keluar sendiri setiap setelah saya pesan grab-bike. Mohon dimengerti."
rain 01,5,2022-04-01 03:35:05,"cepat tanggap, dan pengemudi ramah"
rain 01,5,2022-04-01 03:35:05,"cepat tanggap, dan pengemudi ramah"
Dika Cahyoko,1,2022-04-01 03:19:58,"Buruk ribet bgt mau login aja,, facebook lah apa lah, enakan gojek nggak ribet"
Haerani Rani,5,2022-04-01 03:11:29,pelayanan bagus
Devied Valentin Yenhart,1,2022-04-01 03:10:26,Kok malah makin lemot kagak bisa konek. Cek internet baik2 saja. Orang IT lu bapuk
Devied Valentin Yenhart,1,2022-04-01 03:10:26,Kok malah makin lemot kagak bisa konek. Cek internet baik2 saja. Orang IT lu bapuk
Hari Wibowo,1,2022-04-01 02:11:02,"Gara2 ongkir, saya pesan food gak pernah di ambil sama driver, minta cancle, karna ongkir gak sesuai, lah padahal di apk ongkir mahal sekali ada tambahan biaya aplksi biaya parkir dll.. klo mo ambil untung jgn bnyak2 donk grab."
edhi Wahyu Saputro,5,2022-04-01 01:50:22,"Grab belum ada diskon ongkir lagi yaa,,padahal sangat membantu sekali untuk saya kirim paket barang,,"
sofi lilis,2,2022-04-01 01:16:30,tiap saya ketik alamat saya tak muncul. salah titik mulu tak sesuai peta di aplikasi dan alamat rumah. pernah pengalaman dimarahi bpk grab karna alamat dan titik peta tdk sesuai. mhon segera diperbaiki terima kasih
Alifa Restiarani,1,2022-04-01 00:44:22,"Sekarang akun saya susah sekali kalo mau pakai promo grabfood, tulisannya sih ""ada aktivitas tidak biasa di akunmu"". Emangnya saya ngapain dah? Nge hack? Kan kagak. Hadehh, auto pindah ke aplikasi sebelah"
Alifa Restiarani,1,2022-04-01 00:44:22,"Sekarang akun saya susah sekali kalo mau pakai promo grabfood, tulisannya sih ""ada aktivitas tidak biasa di akunmu"". Emangnya saya ngapain dah? Nge hack? Kan kagak. Hadehh, auto pindah ke aplikasi sebelah"
Rama Ramadhan Ruswandi,3,2022-04-01 00:38:05,"Saya beri ulasan bintang 3 karena entah kenapa setiap mau masuk ke pilihan food selalu ""kami tidak bisa menemukan peta"" maksudnya gimana? Jaringan oke, strategis lokasi di kota kenapa malah ga bisa? Tolong diperbaiki"
Rama Ramadhan Ruswandi,3,2022-04-01 00:38:05,"Saya beri ulasan bintang 3 karena entah kenapa setiap mau masuk ke pilihan food selalu ""kami tidak bisa menemukan peta"" maksudnya gimana? Jaringan oke, strategis lokasi di kota kenapa malah ga bisa? Tolong diperbaiki"
Pipit Nnoy,1,2022-04-01 00:03:52,kenapa jd sering harus di upgrade yahh... baru di update kudu di update again... Asli bikin kesel lama2 aplikasi ny.. Update muluk baru diupdate heran apl.sebagus ini tpi sistem ny buruk!!
Sandy zakaria,5,2022-03-31 23:57:01,tlg perbaiki dalam menentukan alamat
Sup aiah,5,2022-03-31 23:48:23,"Dengan senang hati adanya greb, bisa mempermudah perjalanan saya"
Wiyatno 1,5,2022-03-31 23:21:15,perjalanan nyaman dan pengemudinya ramah
Wiyatno 1,5,2022-03-31 23:21:15,perjalanan nyaman dan pengemudinya ramah
wahyu utomo,5,2022-03-31 22:44:23,pelayanan bagus
Ahmad S,5,2022-03-31 22:32:57,thanks cepat sekali
Maria Visita Kridayani PMH,5,2022-03-31 22:24:34,tingkatkan lg keramahannya pd pelayanan
lukman effendy,5,2022-03-31 20:49:35,bagi driver yg gk niat mending berhenti aja dech
shelly lutfiana01,3,2022-03-31 19:48:18,Kenapa ga bisa login lewat google ya? Pas mau pilih akun google kita tp ga bisa dipencet
shelly lutfiana01,3,2022-03-31 19:48:18,Kenapa ga bisa login lewat google ya? Pas mau pilih akun google kita tp ga bisa dipencet
Dimdim Dimas,4,2022-03-31 18:19:57,sangat memuaskan tapi harga nya lumayan mahal
Femi Rammadhan,1,2022-03-31 16:54:30,Makin hari makin gk beres ni aplikasi
Dedy Doank,5,2022-03-31 15:56:26,sip driver nya ramah. mantap
andi 1808,1,2022-03-31 15:19:51,Kenapa kalau pesan sekarang tidak kelihatan posisi driver sudah bener sampai resto atau belum ya. Karna sempat kecewa orderan dtg sampai 1 jam dan makanannya ketinggalan pula 1 porsi
achmad yusup,1,2022-03-31 15:00:11,"Kebanyakan instal inih aplikasi, yg ada malah g jelas,manuver aneh dan salah bro..hati2 nanti byak pelangan yg kabur pindah ke aplksi lain,nyari untung g usah dri instal aplksi trus dong"
achmad yusup,1,2022-03-31 15:00:11,"Kebanyakan instal inih aplikasi, yg ada malah g jelas,manuver aneh dan salah bro..hati2 nanti byak pelangan yg kabur pindah ke aplksi lain,nyari untung g usah dri instal aplksi trus dong"
Trubust Mart,2,2022-03-31 14:45:10,Aplikasi oon tidak akurat!
gondol Pacul,5,2022-03-31 14:44:42,sangat membantu di saat segala kondisi...bermanfaat pokonya..
Teguh Arifsuyanto,5,2022-03-31 14:39:35,kilan dan cepat
Elis Sukmawati,5,2022-03-31 14:01:31,aplikasi yang sangat membantu terimakasih........
Lamiasih Lamiasih,5,2022-03-31 13:51:05,"alhamdulilah saya suka aplikasinya sangat bagus dan membantu perjalanan serta ketika membeli makanan tanpa harus keluar rumah atau tempat, trimakasih"
Puti Jodiyosa,1,2022-03-31 13:39:58,Jelekk sekali suka kadang salah titik. Sya di rumah titik dinkantor. Ampe 2 jam saya nunggu makanan datang gara2 titik g tepat.
Rudianto Anto,1,2022-03-31 13:38:53,Kok Ini saya sudah login tapi kok gak bisa masuk ya pas Di Pencet Tiba Tiba keluar Mohon diperbaiki saya jadi terganggu udah download nya lama tapi aplikasinya gak kepake🙏🙏
wahyu nursiyanto,3,2022-03-31 12:57:56,"kenapa grab car klo tarif jarak dekat 20 rb gk mau ambil,sdh dapat driver nya gk mau datang,,tlg di perbaiki kinerja drivernya.."
Karna widjaya,5,2022-03-31 12:51:41,Semoga tarifnya selalu murah n drivernya banyak
Revino akbar Gastiadirizal,1,2022-03-31 12:38:59,APLIKASI NYA SANGAT TIDAK LAYAK PAKAI SERING EROR
Yola Yolanda,1,2022-03-31 11:57:53,Naik nya bukan main main ya harga tarif nya udh kaya naik taxi mening Naik taxi gw dari 31rb langsung ke 58 anjir gila udh grab lama lama uninstall ganti ke aplikasi sebelah sumpah kecewa Ama grab
Yola Yolanda,1,2022-03-31 11:57:53,Naik nya bukan main main ya harga tarif nya udh kaya naik taxi mening Naik taxi gw dari 31rb langsung ke 58 anjir gila udh grab lama lama uninstall ganti ke aplikasi sebelah sumpah kecewa Ama grab
Joko Setiawan,2,2022-03-31 11:36:53,"Bikin emosi ini aplikasi Grab, minta update alamat, padahal alamat saya sudah biasa buat penjemputan juga pengantaran, saya turutin update tapi tidak bisa dengan alamat sebenarnya saya, kan ngajak ribut, aku UNINSTALL juga nih kalau masih nggak sesuai alamat ku"
Joko Setiawan,2,2022-03-31 11:36:53,"Bikin emosi ini aplikasi Grab, minta update alamat, padahal alamat saya sudah biasa buat penjemputan juga pengantaran, saya turutin update tapi tidak bisa dengan alamat sebenarnya saya, kan ngajak ribut, aku UNINSTALL juga nih kalau masih nggak sesuai alamat ku"
Lisna Amalia Fitriani,3,2022-03-31 11:33:07,"Assalamualaikum.. Admin, tolong kenapa tidak bisa masuk yah. Sudah sekali, udah berkali kali dowanload hapus download hapus. Mohon untuk di perbaiki dan di permudah"
Lisna Amalia Fitriani,3,2022-03-31 11:33:07,"Assalamualaikum.. Admin, tolong kenapa tidak bisa masuk yah. Sudah sekali, udah berkali kali dowanload hapus download hapus. Mohon untuk di perbaiki dan di permudah"
Waridin Muhamad,5,2022-03-31 11:19:43,sangat membantu disangat sibuk
may tanty,4,2022-03-31 11:14:26,Naek grab sekarang mahal...grabfood ongkir jg mahal...masih mending tetangga sebelah sekarang mah...baru 5 menit udah beda
PG-1 LIESTIANTY,5,2022-03-31 11:05:20,berfungsi dengan baik
Timo Tonge,5,2022-03-31 10:57:39,Sangat membantu bgi kmi yg tdk pnya kendaraan sendiri
Santie Abd. Salam,1,2022-03-31 10:30:45,"Kenapa sih??!! Setiap buka pasti minta update, padahal baru sajaa update 😡😡😡"
Mario Rizqi,1,2022-03-31 10:18:29,sering banget stuck waktu mau masuk
tutup basi,5,2022-03-31 10:02:21,Sangat bagus dan aman
Muhamad Rudin,5,2022-03-31 09:54:44,"Fitur call tolong dioptimalkan lagi gak jarang suara drivernya kecil banget jadi susah komunikasinya. Untuk dibagian peta waktu pemesanan, patah patah petanya bikin gak nyaman. Mohon dijadikan bahan evaluasi."
Muhamad Rudin,5,2022-03-31 09:54:44,"Fitur call tolong dioptimalkan lagi gak jarang suara drivernya kecil banget jadi susah komunikasinya. Untuk dibagian peta waktu pemesanan, patah patah petanya bikin gak nyaman. Mohon dijadikan bahan evaluasi."
Lina Hesti,4,2022-03-31 09:42:12,"Tarifnya gak stabil,,,tapi nyaman"
Lina Hesti,4,2022-03-31 09:42:12,"Tarifnya gak stabil,,,tapi nyaman"
I Made Marthana Yusa,5,2022-03-31 09:40:30,User friendly dan banyak promo. Sangat membantu 😀🙏
M Dony Aurimawan,1,2022-03-31 09:36:41,"Naro map alamat susah,, promo ga bisa dipakai,,ngetes loyalitas konsumen ya?"
Novi Indah Fitriyani,1,2022-03-31 09:29:34,Gak bisa login padahal udh pake akun google yg ada malah keluar2 mulu dri app
ZhukaZhukaZahza,1,2022-03-31 09:08:45,"Ongkos semakin mahal, maps juga kacau, kalau begini terus konsumen2 Grab bisa pindah ganti aplikasi lain"
ZhukaZhukaZahza,1,2022-03-31 09:08:45,"Ongkos semakin mahal, maps juga kacau, kalau begini terus konsumen2 Grab bisa pindah ganti aplikasi lain"
Dewi Alfiani Hafidhah,1,2022-03-31 08:59:37,"Udah gak pernah kasih voucher promo apa2 lagi, terutama grab bike n car. Pls deh makin kesini makin gak membantu banget. Auto uninstal, bye !"
Dewi Alfiani Hafidhah,1,2022-03-31 08:59:37,"Udah gak pernah kasih voucher promo apa2 lagi, terutama grab bike n car. Pls deh makin kesini makin gak membantu banget. Auto uninstal, bye !"
Hafiyyan Gardita,5,2022-03-31 08:30:53,Gak tau dari GPS-nya atau emang drivernya. Suka ga langsung jalan pas udah ditungguin.
Hafiyyan Gardita,5,2022-03-31 08:30:53,Gak tau dari GPS-nya atau emang drivernya. Suka ga langsung jalan pas udah ditungguin.
Putry Raden,1,2022-03-31 08:04:43,Kenapa grep banyak mahal sekarang
aida emma,1,2022-03-31 07:56:27,"Pas berangkat voucher bisa dipakai. Eh diminta update pas pulang, habis update bahasa ganti english, dan semua voucher ga bisa dipakai lagi sampai hari ini"
aida emma,1,2022-03-31 07:56:27,"Pas berangkat voucher bisa dipakai. Eh diminta update pas pulang, habis update bahasa ganti english, dan semua voucher ga bisa dipakai lagi sampai hari ini"
Alief Julio,1,2022-03-31 07:40:33,"App Cacat, Pesen makanan udh nunggu lama malah tercancel dengan alasan kendala teknis, kasih tau dong klo emang gagal atau drivernya bermasalah.... Cacat"
Alief Julio,1,2022-03-31 07:40:33,"App Cacat, Pesen makanan udh nunggu lama malah tercancel dengan alasan kendala teknis, kasih tau dong klo emang gagal atau drivernya bermasalah.... Cacat"
duddy trisnayadi,5,2022-03-31 07:35:44,nyaman sampai tujuan
Ibad Azzam,1,2022-03-31 07:34:38,"Total bayarnya 26rb ,aku bayar pakai link aja tapi pas bayar kok bayar 46rb tolong kembalikan saldo saya ...."
Dapur Yuli,5,2022-03-31 07:23:11,aplikasinya bagus 😎👍
Ilham Miftahuddin,5,2022-03-31 07:16:28,Lama sekali updatenya
Qalbi Fadlillah,2,2022-03-31 07:13:08,Kebanyakan ngide lokasi. Udah bener lokasi yng terdahulu malah dibuat ribet. Malah jadi Tidak pas lokasinya karna update ini.
Erni yulinar,1,2022-03-31 07:09:56,update mulu.. bru juga update..
7.narayan rado parama,2,2022-03-31 06:42:56,Update trus setiap buka aplikasih pemborosan
Dinda Agustin,1,2022-03-31 06:33:43,"Aplikasi nya tambah jelek,diskon bukan seperti dulu lgi pokoknya udah gak bagus pake apk ini"
Dinda Agustin,1,2022-03-31 06:33:43,"Aplikasi nya tambah jelek,diskon bukan seperti dulu lgi pokoknya udah gak bagus pake apk ini"
Yenni Central,4,2022-03-31 06:19:52,Selalu semangat dan berikan senyuman
Yenni Central,4,2022-03-31 06:19:52,Selalu semangat dan berikan senyuman
Anggi Dwi Safitri,2,2022-03-31 06:08:28,"Update Mulu keperluan mendesak bangt masak harus update dulu baru bisa d gunakan aplikasi nya, tolong lh"
